Segments
100
,,Stap:segment,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
1,0,19.975,70.1717,-29.9739,-150.285,-736.64,1095.9
2,0,18.4414,70.6994,-31.2487,-151.163,-738.269,1093.73
3,0,17.3298,70.8147,-31.7969,-153.446,-741.93,1091.55
4,0,16.9807,70.0762,-31.1955,-154.429,-743.236,1089.16
5,0,17.1433,68.6825,-29.2745,-154.873,-744.376,1087.05
6,0,16.789,67.8604,-28.1743,-155.59,-745.682,1085.46
7,0,14.5066,69.0836,-30.3632,-156.631,-747.342,1084.65
8,0,13.9455,68.644,-29.8161,-156.668,-747.74,1084.24
9,0,13.2354,68.1333,-29.8966,-156.164,-747.43,1084.44
10,0,13.0646,67.7338,-29.748,-155.089,-746.298,1085.29
11,0,13.155,67.2442,-29.7555,-153.678,-744.602,1086.84
12,0,13.1618,66.8846,-29.8151,-151.734,-742.181,1089.05
13,,,,,,,
14,,,,,,,
15,0,13.4849,65.5869,-29.3087,-145.058,-733.11,1099.47
16,0,13.5977,65.0455,-29.1928,-142.796,-729.612,1104.13
17,0,13.5937,64.4734,-28.9316,-140.046,-725.479,1109.78
18,0,13.6732,64.2578,-28.7871,-137.147,-720.887,1116.17
19,,,,,,,
20,0,14.5261,63.9734,-28.4377,-130.333,-709.788,1132.26
21,0,15.2315,64.0744,-28.4734,-126.284,-703.438,1141.8
22,,,,,,,
23,0,59.1003,-5.50511,67.5876,-110.473,-680.385,1154.48
24,0,58.9537,-3.82479,64.3195,-106.847,-673.822,1168.06
25,0,19.8358,64.8391,-28.0102,-108.29,-674.461,1189.53
26,0,20.85,65.4643,-28.0167,-103.434,-667.005,1203.76
27,0,-0.917814,85.0916,-67.0502,-100.861,-651.205,1217.78
28,0,33.5813,53.4708,-8.24879,-90.4446,-651.037,1234.29
29,0,2.68071,86.2987,-64.4088,-90.8651,-636.659,1249.9
30,0,3.29304,87.7534,-64.9583,-85.9813,-629.446,1267.17
31,0,3.69985,89.4887,-65.4639,-81.0278,-622.396,1285.29
32,0,29.2738,69.2252,-26.9737,-72.9135,-625.75,1304.52
33,0,30.9604,70.3243,-26.7067,-67.4656,-619.627,1323.91
34,0,32.7594,71.5234,-26.6787,-61.918,-613.981,1343.95
35,0,34.7633,72.6203,-26.3398,-56.2719,-608.733,1364.42
36,0,46.7967,60.2312,-10.7764,-49.0086,-601.645,1385.05
37,0,49.1639,60.7327,-10.4791,-43.5743,-597.923,1406.24
38,0,51.1761,61.7631,-10.5954,-38.1553,-594.829,1427.81
39,0,53.3196,62.6857,-10.2055,-32.8038,-592.327,1449.56
40,0,56.6737,61.4969,-7.67658,-27.1599,-591.42,1471.23
41,0,58.736,62.7151,-7.61283,-22.1026,-590.377,1493.38
42,0,58.1778,68.7817,-12.1677,-18.3394,-589.495,1516.44
43,0,60.2548,70.1352,-12.0152,-13.4521,-589.866,1538.65
44,0,62.7977,70.9241,-11.3011,-8.41811,-590.873,1560.81
45,0,64.8315,72.2636,-11.1905,-3.57636,-592.719,1582.6
46,0,66.545,73.8898,-11.2296,1.26544,-595.144,1603.94
47,0,67.0904,77.3748,-12.0026,6.2837,-597.912,1624.62
48,0,68.8964,78.5257,-11.7456,10.7984,-601.666,1645.12
49,0,71.474,78.605,-10.6213,15.189,-605.898,1664.91
50,0,70.6157,84.0135,-10.2304,21.3581,-608.725,1683.13
51,0,75.5829,80.5048,-9.64377,22.9177,-616.359,1703.05
52,0,77.1084,82.3903,-8.98506,27.1601,-621.993,1721.18
53,0,79.2596,83.4753,-8.39257,30.7512,-628.584,1738.84
54,0,81.1589,84.9926,-7.68111,34.4342,-635.403,1755.65
55,0,83.1004,86.2993,-6.79228,38.0893,-642.469,1771.64
56,0,84.9551,87.5413,-5.86852,41.5011,-649.713,1786.62
57,0,86.5575,88.8056,-5.05302,44.7581,-657.022,1800.68
58,0,88.2515,89.7857,-4.21055,47.7206,-664.358,1813.76
59,0,89.7405,90.6973,-3.31778,50.6076,-671.636,1825.88
60,0,91.1703,91.5158,-2.46341,53.3286,-678.773,1836.99
61,0,92.2022,92.7148,-1.78542,55.948,-685.6,1847.05
62,0,93.3571,93.393,-1.02159,58.4982,-692.276,1856.28
63,0,94.299,94.1242,-0.42514,60.8349,-698.644,1864.64
64,0,95.2137,94.7258,0.198567,63.1409,-704.387,1871.94
65,0,96.0708,95.2323,0.627897,65.0629,-709.701,1878.38
66,0,96.7193,95.6035,1.10414,66.971,-714.527,1884.04
67,0,97.4133,95.6189,1.49106,68.535,-719.057,1888.9
68,0,97.8482,96.0015,1.84934,69.8454,-723,1892.97
69,0,98.0372,96.46,2.30809,71.1727,-726.561,1896.2
70,0,98.4773,96.324,2.9411,72.4452,-729.682,1898.77
71,0,98.7655,96.274,3.50754,73.634,-732.193,1900.53
72,0,98.8194,96.2959,3.85731,74.9431,-734.189,1901.62
73,0,99.2345,95.7201,4.20434,76.4817,-735.633,1902.02
