Segments
100
,,Stap:segment,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
1,0,46.9365,39.5889,38.2489,-440.025,182.123,1324.45
2,0,46.053,39.2852,39.5122,-441.193,180.444,1325.34
3,0,45.0952,39.5447,39.9824,-442.301,178.698,1327.01
4,0,45.0113,38.959,41.2632,-443.648,176.34,1329.69
5,0,44.3354,39.3209,41.8616,-444.909,174.585,1333.53
6,0,44.0239,39.6838,42.5851,-446.14,172.861,1338.51
7,0,43.7842,40.4483,42.8944,-447.348,171.316,1344.79
8,0,43.6359,41.5862,42.8201,-448.417,169.99,1352.21
9,0,43.8385,42.6563,42.8801,-449.337,168.772,1360.8
10,0,44.0882,43.9656,42.6945,-450.003,167.666,1370.35
11,0,44.8231,44.8893,43.0732,-450.464,166.812,1380.93
12,0,45.4193,46.1843,43.1735,-450.571,165.727,1392.08
13,0,45.8508,47.6963,42.9493,-450.369,164.608,1403.95
14,0,47.093,48.2474,43.6966,-450.003,163.361,1416.75
15,0,47.4025,50.3392,43.0662,-448.902,162.395,1430.02
16,0,48.479,51.8302,43.2093,-447.367,161.398,1443.89
17,0,50.0131,53.0222,43.7032,-445.387,160.249,1458.36
18,0,51.1003,54.7414,43.6299,-442.783,159.174,1473.42
19,0,52.2739,56.5536,43.5727,-439.501,158.204,1488.8
20,0,52.9918,58.7745,42.9335,-435.406,157.395,1504.63
21,0,55.2193,59.5638,43.6941,-430.537,156.876,1520.43
22,0,56.6103,61.4576,43.1793,-424.914,156.751,1536.41
23,0,58.776,62.4021,43.1719,-418.419,156.929,1552.43
24,0,60.6579,63.7734,42.5297,-411.072,157.487,1568.39
25,0,63.1066,64.7165,42.0551,-402.962,158.298,1584.13
26,0,65.2161,65.7237,41.1578,-394.135,159.171,1599.87
27,0,66.7766,67.4599,39.7395,-384.468,160.451,1614.9
28,0,68.4423,69.0006,38.2537,-374.131,161.931,1629.4
29,0,69.8058,70.7625,36.4188,-363.164,163.634,1643.17
30,0,71.1213,72.4526,34.5078,-351.528,165.493,1656.27
31,0,72.2702,74.2533,32.3815,-339.358,167.408,1668.6
32,0,73.1642,76.2968,30.1382,-326.705,169.461,1680.06
33,0,73.6964,78.642,27.639,-313.617,171.625,1690.66
34,0,75.8565,78.7323,26.2869,-300.163,173.632,1700.6
35,0,76.046,81.2207,23.8205,-286.585,176.095,1708.94
36,0,76.2672,83.3534,21.3485,-273.087,178.502,1716.21
37,0,76.5468,85.2564,19.0422,-259.512,181.098,1722.21
38,0,76.9973,86.6108,16.8955,-246.226,183.674,1726.96
39,0,75.5868,90.1062,13.7405,-233.277,186.495,1730.09
40,0,76.3109,90.632,11.8588,-220.425,189.186,1732.4
41,0,76.3718,91.7097,9.87507,-207.829,192.211,1733.46
42,0,76.1598,92.7873,7.93141,-195.518,195.308,1733.42
43,0,76.8312,92.6721,5.99407,-184.065,198.005,1732.46
44,0,76.0195,94.0528,4.19312,-172.311,201.511,1730.15
45,0,75.3961,94.9203,2.25684,-161.152,204.821,1726.99
46,0,75.5493,94.8697,0.148498,-150.789,207.924,1722.98
47,0,73.6837,96.3804,-2.50583,-140.275,211.323,1717.62
48,0,73.2973,96.0805,-3.35665,-130.149,214.931,1711.6
49,0,71.8428,97.1755,-6.10949,-120.733,218.363,1704.66
50,0,70.1463,97.847,-7.74052,-111.106,221.96,1696.91
51,0,68.5458,98.4085,-9.03005,-101.706,225.525,1688.29
52,0,69.9703,95.1018,-7.18591,-92.7558,228.455,1679.23
53,0,68.7861,95.0025,-9.92767,-84.4085,231.244,1669.83
54,0,67.448,95.0247,-11.4603,-75.7846,234.345,1659.56
55,0,67.1606,93.7322,-12.1555,-66.888,237.384,1648.77
56,0,66.7037,92.6626,-12.9959,-57.8748,240.403,1637.36
57,0,66.1938,91.5375,-14.0711,-48.7627,243.394,1625.34
58,0,64.3325,92.0422,-16.3154,-39.7382,246.28,1612.21
59,0,64.3992,89.5066,-17.3649,-30.3966,249.026,1598.94
60,0,63.1037,88.5197,-19.3448,-21.1671,251.635,1584.75
61,0,61.1309,88.1751,-21.9609,-12.4424,253.629,1569.92
62,0,59.9831,86.6188,-23.5699,-3.35711,255.442,1554.56
63,0,58.5737,85.2474,-25.1341,5.74535,256.814,1538.77
64,0,57.029,83.8374,-26.6771,14.7542,257.608,1522.81
65,0,55.8372,81.6466,-27.6113,23.6604,257.759,1506.9
66,0,54.5755,79.369,-28.4266,32.494,257.291,1491.06
67,0,53.4988,76.332,-28.4719,41.4085,256.365,1475.65
68,0,51.9695,74.5802,-28.971,50.7322,254.929,1459.69
69,0,51.5519,71.0203,-27.7098,60.1898,252.691,1443.86
70,0,50.309,68.7547,-27.8415,69.2202,250.221,1428.47
71,0,49.1423,66.5089,-28.2056,78.4844,247.179,1413.26
72,0,47.6409,64.4434,-28.6515,88.0033,243.867,1398.36
73,0,45.87,62.7246,-29.5542,97.8768,240.181,1383.82
74,0,43.908,61.4109,-31.1433,107.932,236.036,1369.59
75,0,42.3426,59.4152,-32.1037,118.014,231.278,1355.7
76,0,40.863,56.8387,-32.6197,128.24,226.059,1342.21
77,0,39.217,54.1857,-32.9067,138.538,220.327,1328.97
78,0,37.471,51.3094,-32.9029,148.774,214.127,1316.08
79,0,35.6397,48.1857,-32.3631,159.174,207.527,1303.83
80,0,33.6892,45.07,-31.7292,169.988,200.807,1292.45
81,0,31.9579,41.6694,-30.7321,181.283,194.134,1282.36
82,0,30.4307,38.743,-30.3809,193.263,187.69,1273.57
83,0,29.3164,35.9737,-30.5014,205.751,181.54,1266.38
84,0,29.1892,31.602,-27.9521,218.847,175.83,1260.47
85,0,28.5149,29.4588,-29.2167,232.075,170.389,1255.96
86,0,27.9779,27.11,-30.2938,245.463,165.122,1252.56
87,0,27.4845,24.3873,-30.7485,258.672,160.069,1250.26
88,0,27.1195,21.0537,-29.9155,271.798,155.318,1249.09
89,0,26.4622,19.5546,-32.0093,284.486,150.955,1249.4
90,0,26.3418,16.4911,-30.922,296.63,147.103,1250.75
91,0,26.2327,14.0694,-30.6039,308.376,143.833,1253.46
92,0,26.3301,11.769,-30.0377,319.995,141.106,1257.22
93,0,26.5038,9.4508,-29.6936,331.425,138.831,1262.01
94,0,26.7416,6.75299,-29.1758,342.676,136.971,1267.69
95,0,27.1499,3.63405,-27.8418,353.839,135.594,1274.4
96,0,27.5909,0.837721,-27.3622,365.132,134.821,1282.15
97,0,28.2371,-2.9392,-25.4112,376.234,134.48,1291.1
98,0,26.1564,-15.0318,-9.09371,386.147,130.375,1301.22
99,0,27.4054,-17.2698,-10.5914,396.227,131.526,1312.64
100,0,28.7786,-20.3976,-10.4817,405.617,133.094,1324.91
101,0,30.2752,-23.3823,-10.0414,414.411,135.317,1338.06
102,0,31.8629,-26.3738,-9.44925,422.169,138.1,1351.94
103,0,33.6544,-28.7783,-9.03704,429.034,141.119,1366.72
104,0,35.3976,-31.2799,-8.15947,434.896,144.404,1382.21
105,0,37.3125,-33.6486,-7.3213,440.079,147.85,1398.25
106,0,39.2738,-36.4759,-6.31701,444.46,151.392,1414.67
107,0,41.2253,-39.85,-5.0332,448.11,154.809,1431.31
108,0,43.2031,-43.1305,-3.97886,450.932,158.034,1448.15
109,0,44.9352,-46.5753,-2.67837,452.779,161.155,1464.85
110,0,57.1801,-32.2989,-19.0282,456.743,169.042,1478.81
111,0,57.489,-36.7847,-15.9016,456.895,171.411,1495.68
112,0,59.2716,-40.5657,-13.4383,456.327,176.659,1512.77
113,0,62.6075,-39.5798,-14.6048,453.871,179.989,1529.57
114,0,64.7828,-41.2923,-13.3329,450.67,183.729,1544.76
115,0,70.1931,-37.1782,-16.4646,447.122,186.792,1559.13
116,0,71.6918,-39.9716,-14.0428,442.318,190.217,1573.41
117,0,71.6897,-45.7028,-10.3944,435.696,194.317,1587.3
118,0,73.4972,-46.893,-9.54801,429.834,197.512,1600.25
119,0,74.8821,-47.593,-9.33305,423.362,200.758,1612.58
120,0,77.1885,-48.388,-8.48535,416.495,203.699,1623.59
121,0,78.8473,-49.0382,-7.81802,409.051,206.788,1634
122,0,82.5968,-45.0575,-9.5613,401.436,209.806,1643.15
123,0,83.93,-45.4545,-8.58239,392.877,213.235,1651.43
124,0,85.1542,-45.5475,-7.55952,383.77,216.82,1658.84
125,0,86.2361,-46.2895,-6.41928,373.71,220.898,1664.86
126,0,87.105,-46.648,-5.54343,363.271,225.027,1670.22
127,0,88.2233,-46.4057,-4.52042,352.35,229.302,1674.38
128,0,90.0265,-44.1609,-4.92957,340.808,233.738,1677.49
129,0,89.4016,-47.9412,-0.948392,328.585,238.259,1679.45
130,0,91.1922,-46.0053,0.62583,317.655,242.52,1679.99
131,0,88.8288,-51.2202,2.53058,301.746,248.361,1680.44
132,0,89.3278,-50.7355,3.90229,288.94,253.151,1679.02
133,0,89.403,-50.7365,5.36097,275.793,258.039,1676.43
134,0,89.6595,-49.8829,6.71234,262.84,262.907,1672.72
135,0,90.0135,-48.8411,8.82776,250.743,267.234,1667.76
136,0,88.3984,-4.74449,1.19386,254.225,267.58,1678.5
137,0,90.1607,-9.18849,3.03706,237.878,265.724,1665.77
138,0,91.0906,-23.3685,7.08888,218.05,275.788,1652.63
139,0,87.6601,-46.5306,14.5284,196.614,286.785,1638.67
140,0,86.1514,-45.1388,15.0859,182.4,291.226,1629.82
141,0,84.6096,-43.6309,15.3681,168.113,295.577,1619.86
142,0,83.3283,-42.0515,16.5426,154.572,299.54,1608.72
143,0,83.5776,-38.79,18.5424,143.898,302.652,1594.85
144,0,81.1808,-38.8412,20.3511,129.614,305.837,1583.18
145,0,79.7037,-36.0297,21.2421,116.596,308.309,1571.44
146,0,78.7799,-33.4073,21.2499,103.465,310.665,1558.33
147,0,76.4211,-34.3878,22.7622,89.0894,312.728,1545.64
148,0,75.17,-32.5759,23.6607,76.92,313.758,1532.01
149,0,73.43,-30.9553,24.3168,64.1878,314.556,1518.39
150,0,71.4766,-29.716,25.1905,51.3788,314.799,1504.59
151,0,69.1916,-28.4515,25.8775,38.7321,314.535,1490.62
152,0,67.0626,-27.3057,26.8274,26.1876,313.673,1476.32
153,0,64.9826,-25.9156,27.6738,13.6874,312.197,1461.88
154,0,62.2351,-24.9469,28.6416,0.992111,310.239,1447.43
155,0,59.624,-23.8925,30.0596,-11.4875,307.646,1433.05
156,0,56.8119,-22.9618,31.5633,-24.2012,304.536,1419.2
157,0,53.6553,-22.5374,33.863,-37.014,301.155,1406.41
158,0,51.5587,-21.4704,35.4345,-49.3956,297.256,1394.24
159,0,50.2694,-19.8811,36.1614,-62.0254,293.364,1383.06
160,0,49.2688,-18.5944,36.934,-74.8237,289.396,1372.85
161,0,48.6186,-17.8235,38.4057,-87.3781,285.215,1363.35
162,0,47.7692,-17.0804,39.799,-100.119,281.085,1354.93
163,0,47.1344,-16.3594,40.9254,-112.683,276.681,1346.61
164,0,46.4947,-14.8371,41.0876,-124.838,271.833,1338.66
165,0,47.2908,-12.2017,41.6063,-134.879,265.978,1329.48
166,0,46.8266,-11.8622,47.5811,-146.614,259.609,1322.68
167,0,45.4727,-8.32629,42.5358,-159.663,254.619,1315.87
168,0,44.963,-8.28881,47.3644,-172.087,248.295,1310.12
169,0,44.2738,-6.32307,47.7391,-184.612,242.31,1305.07
170,0,43.6699,-4.66634,48.0729,-197.301,236.496,1300.84
171,0,43.1926,-3.82119,49.0944,-209.75,230.875,1297.28
172,0,42.7817,-2.16869,49.5115,-221.911,225.111,1294.64
173,0,41.7901,0.982876,46.207,-233.819,219.588,1292.74
174,0,40.6288,1.26646,47.4358,-246.298,214.49,1292.22
175,0,40.9605,2.07433,49.3207,-257.556,209.084,1291.7
176,0,41.0704,3.0243,50.272,-268.405,203.939,1292.03
177,0,40.9723,4.18181,50.341,-279.191,199.265,1293
178,0,41.1861,5.96533,50.2764,-289.542,194.65,1295
179,0,41.8094,6.21268,51.8516,-299.504,190.415,1297.12
180,0,41.9084,8.03334,51.3172,-309.179,186.409,1300.22
181,0,42.4823,8.44232,52.5889,-318.157,182.625,1303.84
182,0,42.8133,9.64918,52.5809,-326.97,179.308,1307.92
